,cik,ticker,name,date,shares,netincome,revenue,pe
18035,1003078,MSM,"MSC INDUSTRIAL DIRECT CO., INC.",2020-08-29,55472000.0,251117000.0,3192399000.0,1.1470078892083906
18036,909832,COST,COSTCO WHOLESALE CORP /NEW,2020-08-30,442297000.0,4002000000.0,166761000000.0,0.8633969685363284
18037,1696355,BEDU,BRIGHT SCHOLAR EDUCATION HOLDINGS LTD,2020-08-31,120158001.0,23513000.0,491647000.0,7.019137117106476
18038,6955,EPAC,ENERPAC TOOL GROUP CORP,2020-08-31,59952000.0,723000.0,493292000.0,2.297002134902101
18039,784539,EACO,EACO CORP,2020-08-31,4861590.0,7793000.0,225245000.0,0.3248326507903603
18040,1041803,PSMT,"PriceSmart, Inc.",2020-08-31,30259000.0,78109000.0,3329188000.0,0.5941481565801708
18041,923120,GBX,GREENBRIER COMPANIES INC,2020-08-31,32670000.0,48967000.0,2792189000.0,0.30105379150367717
18042,886206,FC,Franklin Covey Co.,2020-08-31,13892000.0,-9435000.0,198456000.0,1.266307302977743
18043,105132,WDFC,WD-40 COMPANY,2020-08-31,13691000.0,60710000.0,408498000.0,6.587464545191448
18044,823277,CHSCN,CHS Inc.,2020-08-31,,422439000.0,28406365000.0,
18045,823277,CHSCP,CHS Inc.,2020-08-31,,422439000.0,28406365000.0,
18046,1013237,FDS,FactSet Research Systems Inc.,2020-08-31,37936000.0,372938000.0,1494111000.0,8.792677610240512
18047,1618921,WBA,"WALGREENS BOOTS ALLIANCE, INC.",2020-08-31,879400000.0,456000000.0,121982000000.0,0.29348898357860387
18048,823277,CHSCL,CHS Inc.,2020-08-31,,422439000.0,28406365000.0,
18049,1467373,ACN,Accenture plc,2020-08-31,636299913.0,5107839000.0,44327039000.0,3.226642178093752
18050,1144215,AYI,"ACUITY BRANDS, INC",2020-08-31,39500000.0,248300000.0,3326300000.0,1.1768180680419034
18051,830524,CCF,CHASE CORPORATION,2020-08-31,9359940.0,34157000.0,261162000.0,3.60402946657088
18052,912603,SCHN,"SCHNITZER STEEL INDUSTRIES, INC.",2020-08-31,27672000.0,-4145000.0,1712343000.0,0.29734976546402786
18053,1722380,AIU,ONESMART INTERNATIONAL EDUCATION GROUP LTD,2020-08-31,,-106585000.0,502217000.0,
18054,836157,LNN,LINDSAY CORP,2020-08-31,10823000.0,38629000.0,474692000.0,2.210920603700231
18055,1160951,DCT,"Duck Creek Technologies, Inc.",2020-08-31,,-29932000.0,211672000.0,
18056,823277,CHSCM,CHS Inc.,2020-08-31,,422439000.0,28406365000.0,
18057,898293,JBL,JABIL INC,2020-08-31,151600000.0,54000000.0,27266000000.0,0.19382293304955978
18058,823277,CHSCO,CHS Inc.,2020-08-31,,422439000.0,28406365000.0,
18059,723125,MU,"Micron Technology, Inc.",2020-09-03,1110000000.0,2687000000.0,21435000000.0,2.592330372024867
18060,1308547,DLB,"DOLBY LABORATORIES, INC.",2020-09-25,100564000.0,231363000.0,1161792000.0,6.024533002939867
18061,1385157,TEL,TE CONNECTIVITY LTD.,2020-09-25,332000000.0,-241000000.0,12172000000.0,2.429447904919622
18062,887733,CENT,CENTRAL GARDEN & PET CO,2020-09-26,54008000.0,120676000.0,2695509000.0,0.7585739513256559
18063,887733,CENTA,CENTRAL GARDEN & PET CO,2020-09-26,54008000.0,120676000.0,2695509000.0,0.6942574787951619
18064,50493,IMKTA,"INGLES MARKETS, INC",2020-09-26,,178601433.0,4610609025.0,
18065,785956,JJSF,J&J SNACK FOODS CORP,2020-09-26,18901000.0,18305000.0,1022038000.0,2.2770974054652102
18066,859737,HOLX,"HOLOGIC, INC",2020-09-26,262727000.0,1115200000.0,3776400000.0,4.854647214089696
18067,1378992,BERY,"BERRY GLOBAL GROUP, INC.",2020-09-26,132600000.0,559000000.0,11709000000.0,0.5661178770659063
18068,320193,AAPL,Apple Inc.,2020-09-26,17352119000.0,57411000000.0,274515000000.0,6.716704741118429
18069,1005210,SPH,SUBURBAN PROPANE PARTNERS LP,2020-09-26,62299000.0,60758000.0,1107897000.0,0.7456331719095813
18070,804328,QCOM,QUALCOMM INC/DE,2020-09-27,1135000000.0,5198000000.0,23531000000.0,5.0940185581891555
18071,829224,SBUX,Starbucks Corporation,2020-09-27,1172800000.0,928300000.0,23518000000.0,3.816412219081528
18072,807882,JACK,JACK IN THE BOX INC /NEW/,2020-09-27,23125000.0,89764000.0,1021506000.0,1.8588180236967575
18073,825324,GTIM,Good Times Restaurants Inc.,2020-09-29,12594952.0,-13916000.0,109858000.0,0.17655724298221984
18074,1772016,BRBR,"BellRing Brands, Inc.",2020-09-30,39400000.0,23500000.0,988300000.0,0.7750035627257615
18075,935419,RICK,"RCI HOSPITALITY HOLDINGS, INC.",2020-09-30,,-6085000.0,132327000.0,
18076,1048268,IESC,"IES Holdings, Inc.",2020-09-30,20795892.0,41599000.0,1190856000.0,0.5034576512805908
18077,731802,ATO,ATMOS ENERGY CORP,2020-09-30,122788000.0,601443000.0,2821137000.0,4.3445951481718454
18078,1772921,ONEW,OneWater Marine Inc.,2020-09-30,6243000.0,17425000.0,1022970000.0,0.17441854553280825
18079,1260221,TDG,TransDigm Group Incorporated,2020-09-30,53900000.0,699000000.0,5103000000.0,5.277721678180459
18080,1126956,SR,Spire Inc.,2020-09-30,51200000.0,88600000.0,1855400000.0,1.6063123602053466
18081,794172,VIVO,MERIDIAN BIOSCIENCE INC,2020-09-30,42855000.0,46186000.0,253667000.0,2.3888393630748053
18082,1547459,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",2020-09-30,22501779.0,20009000.0,1036842000.0,0.25435008987736146
18083,1604643,AQUA,EVOQUA WATER TECHNOLOGIES CORP.,2020-09-30,116721000.0,113649000.0,1429456000.0,1.6706436246647207
18084,807863,MITK,"MITEK SYSTEMS, INC.",2020-09-30,41410000.0,7814000.0,101310000.0,5.186979396147197
18085,1002517,NUAN,"NUANCE COMMUNICATIONS, INC.",2020-09-30,282644000.0,21396000.0,1283792000.0,6.5960949914251605
18086,1406587,FOR,Forestar Group Inc.,2020-09-30,48037018.0,60800000.0,931800000.0,0.9160955482395382
18087,2969,APD,"AIR PRODUCTS AND CHEMICALS, INC.",2020-09-30,221200000.0,1886700000.0,8856300000.0,7.2996526947095575
18088,1666138,ATKR,Atkore Inc.,2020-09-30,47265000.0,152302000.0,1765421000.0,0.7156329444159779
18089,1674910,VVV,VALVOLINE INC,2020-09-30,187000000.0,317000000.0,2353000000.0,1.6212494384467324
18090,1632790,ENR,"ENERGIZER HOLDINGS, INC.",2020-09-30,68800000.0,-93300000.0,2744800000.0,1.1602856539595896
18091,1124941,BECN,"BEACON ROOFING SUPPLY, INC.",2020-09-30,68800000.0,-80900000.0,5916700000.0,0.39407642064120413
18092,1024478,ROK,"ROCKWELL AUTOMATION, INC",2020-09-30,115800000.0,1023400000.0,6329800000.0,4.217411902215328
18093,1644378,RMR,RMR GROUP INC.,2020-09-30,16194000.0,28792000.0,589505000.0,0.7752176298427708
18094,1732845,WRK,WestRock Company,2020-09-30,259200000.0,-690900000.0,17578800000.0,0.44721687374704805
18095,884614,UGI,UGI Corp,2020-09-30,208928000.0,532000000.0,6559000000.0,1.0999060199666013
18096,857005,PTC,PTC Inc.,2020-09-30,115663000.0,130695000.0,1458415000.0,7.2494833456667385
18097,866706,ESE,ESCO TECHNOLOGIES INC.,2020-09-30,26010000.0,99411000.0,730471000.0,3.2017960362208324
18098,1350593,MWA,"MUELLER WATER PRODUCTS, INC.",2020-09-30,157800000.0,72000000.0,964100000.0,1.7677004772305378
18099,1368458,SBH,"SALLY BEAUTY HOLDINGS, INC.",2020-09-30,113881000.0,113245000.0,3514330000.0,0.361637052474622
18100,808326,EMKR,EMCORE Corp,2020-09-30,29136000.0,-7000000.0,110128000.0,0.9339139834230382
18101,854775,DGII,DIGI INTERNATIONAL INC.,2020-09-30,28849000.0,8411000.0,279271000.0,1.4069608971160412
18102,868857,ACM,AECOM,2020-09-30,159005000.0,-186370000.0,13239976000.0,0.47449385732386423
18103,10795,BDXB,"BECTON, DICKINSON AND COMPANY",2020-09-30,278971000.0,874000000.0,17117000000.0,0.8707963203327215
18104,10795,BDX,"BECTON, DICKINSON AND COMPANY",2020-09-30,278971000.0,874000000.0,17117000000.0,3.860135684520207
18106,1670541,ADNT,Adient plc,2020-09-30,93800000.0,-547000000.0,12670000000.0,0.12837348179263963
18107,1002590,SGU,"STAR GROUP, L.P.",2020-09-30,,55918000.0,1467458000.0,
18108,38777,BEN,"FRANKLIN RESOURCES, INC.",2020-09-30,491900000.0,798900000.0,5566500000.0,1.861028247066749
18109,1261654,UTI,"UNIVERSAL TECHNICAL INSTITUTE, INC.",2020-09-30,29812000.0,8008000.0,300761000.0,0.6988093725123529
18110,40570,JOB,GEE GROUP INC.,2020-09-30,15214000.0,-14347000.0,129835000.0,0.13827180037735542
18111,1418100,AVYA,AVAYA HOLDINGS CORP.,2020-09-30,92200000.0,-680000000.0,2873000000.0,0.49806614765256196
18112,1718227,ROAD,"CONSTRUCTION PARTNERS, INC.",2020-09-30,51489211.0,40297000.0,785679000.0,1.2248429461500248
18113,915840,BZH,"BEAZER HOMES USA, INC.",2020-09-30,29704000.0,52226000.0,2127077000.0,0.1709279697920169
18114,1728688,IIIV,"i3 Verticals, Inc.",2020-09-30,14833378.0,-419000.0,150134000.0,2.7555577242092038
18116,913760,SNEX,StoneX Group Inc.,2020-09-30,18824328.0,169600000.0,54139600000.0,0.019714578828839195
18117,1113256,MTOR,"MERITOR, INC.",2020-09-30,74000000.0,245000000.0,3044000000.0,0.5532982972855638
18119,1096752,EPC,EDGEWELL PERSONAL CARE COMPANY,2020-09-30,54300000.0,67600000.0,1949700000.0,0.7995860646698801
18120,1768267,CRNC,CERENCE INC.,2020-09-30,36428000.0,-18316000.0,330967000.0,5.855476913989486
18121,63296,MATW,MATTHEWS INTERNATIONAL CORP,2020-09-30,31190000.0,-87155000.0,1498306000.0,0.45588884253414147
18122,1118417,MODN,"Model N, Inc.",2020-09-30,34008000.0,-13664000.0,161056000.0,8.3026683241952
18123,108312,WWD,"WOODWARD, INC.",2020-09-30,62267000.0,240395000.0,2495665000.0,2.1379709945121013
18124,1403161,V,VISA INC.,2020-09-30,,10866000000.0,21846000000.0,
18125,810332,MESA,"MESA AIR GROUP, INC.",2020-09-30,35237000.0,27464000.0,545070000.0,0.2366070835386574
18126,833444,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,2020-09-30,751000000.0,631000000.0,22317000000.0,1.3706246205233446
18127,933974,AZTA,"Azenta, Inc.",2020-09-30,73557000.0,64853000.0,388537000.0,9.77448219491928
18128,356309,NJR,NEW JERSEY RESOURCES CORPORATION,2020-09-30,94798000.0,163007000.0,833677000.0,3.427240600544207
18129,1062579,DOX,AMDOCS LIMITED,2020-09-30,132607000.0,497840000.0,4169039000.0,1.9475774991064687
18130,109177,SPB,"Spectrum Brands Holdings, Inc.",2020-09-30,44700000.0,97800000.0,2622100000.0,1.0160252972019421
18131,1376986,TVE,TENNESSEE VALLEY AUTHORITY,2020-09-30,,1352000000.0,10249000000.0,
18132,1769256,QK,Q&K International Group Limited,2020-09-30,,-225874000.0,177913000.0,
18133,90168,SIF,"SIFCO Industries, Inc.",2020-09-30,5661000.0,9191000.0,113573000.0,0.19887992792289982
18134,1782754,AZEK,AZEK Co Inc.,2020-09-30,120775717.0,-122233000.0,899259000.0,5.302393695112603
18135,1048695,FFIV,"F5, Inc.",2020-09-30,60911000.0,307441000.0,2350822000.0,3.4287380080377723
18136,1045742,LIVE,Live Ventures Incorporated,2020-09-30,1706561.0,10927000.0,191720000.0,0.07913273459159828
18137,50725,GFF,GRIFFON CORP,2020-09-30,42588000.0,53429000.0,2066546000.0,0.4478183502834008
18138,720005,RJF,"RAYMOND JAMES FINANCIAL, INC.",2020-09-30,206400000.0,818000000.0,8168000000.0,1.2755964624776663
18139,907471,CASH,"META FINANCIAL GROUP, INC",2020-09-30,34829971.0,104720000.0,498832000.0,1.3461884257542482
18140,1057060,HZO,"MarineMax, Inc.",2020-09-30,21547665.0,74634000.0,1509713000.0,0.41975979829417065
18141,1376986,TVC,TENNESSEE VALLEY AUTHORITY,2020-09-30,,1352000000.0,10249000000.0,
18142,1897982,AZPN,"Aspen Technology, Inc",2020-09-30,36308000.0,-20317000.0,130495000.0,35.343922722546544
18143,32604,EMR,EMERSON ELECTRIC CO,2020-09-30,602900000.0,1965000000.0,16785000000.0,2.495291256238422
18144,1032220,MMS,"Maximus, Inc.",2020-09-30,63062000.0,214509000.0,3461537000.0,1.4127996587787308
18145,858655,HAYN,"HAYNES INTERNATIONAL, INC.",2020-09-30,12470664.0,-6478000.0,380530000.0,0.6141440635579101
18146,1140859,ABC,AMERISOURCEBERGEN CORP,2020-09-30,204783000.0,-3408716000.0,189893926000.0,0.1046378610341689
18148,1177648,ENTA,"ENANTA PHARMACEUTICALS, INC",2020-09-30,19940000.0,-36168000.0,122473000.0,8.49712649005558
18149,1438731,ALJJ,"ALJ REGIONAL HOLDINGS, INC",2020-09-30,,-67674000.0,350053000.0,
18150,1126956,SR-PA,Spire Inc.,2020-09-30,51200000.0,88600000.0,1855400000.0,0.7641091017267166
18151,70145,NFG,NATIONAL FUEL GAS CO,2020-09-30,87968895.0,-123772000.0,1546291000.0,2.5964713718879873
18152,1530950,POST,"Post Holdings, Inc.",2020-09-30,68900000.0,800000.0,5698700000.0,0.696468449999467
18153,876523,EZPW,"EZCORP, Inc.",2020-09-30,55313000.0,-68463000.0,822777000.0,0.3616823833554785
18154,16040,CBT,CABOT CORP,2020-09-30,56600000.0,-238000000.0,2614000000.0,0.8013641564647205
18155,80420,POWL,"Powell Industries, Inc.",2020-09-30,11624000.0,16660000.0,518499000.0,0.6050768802629851
18156,814547,FICO,FAIR ISAAC CORP,2020-09-30,29067000.0,236411000.0,1294562000.0,9.448062880244626
18157,1319161,WMG,Warner Music Group Corp.,2020-09-30,,-475000000.0,4463000000.0,
18159,46765,HP,"HELMERICH & PAYNE, INC.",2020-09-30,108009000.0,-494497000.0,1773927000.0,1.003416865833489
18160,882184,DHI,"D.R. Horton, Inc.",2020-09-30,365500000.0,2373700000.0,20311100000.0,1.2843093679749364
18161,825542,SMG,Scotts Miracle-Gro Co,2020-09-30,55700000.0,387400000.0,4131600000.0,2.2720304317956326
18163,1681622,VREX,VAREX IMAGING CORPORATION,2020-10-02,38800000.0,-57900000.0,738300000.0,0.5828145820403767
18164,1493594,MTSI,"MACOM Technology Solutions Holdings, Inc.",2020-10-02,66606000.0,-46078000.0,530037000.0,4.477370166880583
18165,4127,SWKS,"Skyworks Solutions, Inc.",2020-10-02,168500000.0,814800000.0,3355700000.0,7.273363539184785
18166,1314727,SONO,"SONOS, INC.",2020-10-03,109807154.0,-20115000.0,1326328000.0,1.1648601426415761
18167,1589526,BLBD,BLUE BIRD CORPORATION,2020-10-03,26850999.0,12185000.0,879221000.0,0.34753989235113014
18168,100493,TSN,"TYSON FOODS, INC.",2020-10-03,,2061000000.0,43185000000.0,
18169,785786,PLXS,PLEXUS CORP.,2020-10-03,29195000.0,117479000.0,3501782000.0,0.634209565612706
18170,67887,MOG-B,MOOG Inc.,2020-10-03,33257684.0,9205000.0,2884554000.0,0.7649873369168341
18172,1101396,DLA,"DELTA APPAREL, INC.",2020-10-03,6921000.0,-10577000.0,381035000.0,0.25647124072054905
18173,779544,ARKR,ARK RESTAURANTS CORP.,2020-10-03,3500000.0,-4688000.0,106490000.0,0.32045262465959246
18174,764401,IIIN,"Insteel Industries, Inc.",2020-10-03,19278000.0,19009000.0,472618000.0,0.7521641797298511
18175,12040,BDL,"FLANIGAN'S ENTERPRISES, INC",2020-10-03,,1110000.0,112977000.0,
18176,897723,SANM,SANMINA CORPORATION,2020-10-03,69041000.0,139713000.0,6960370000.0,0.2807121241149389
18177,1744489,DIS,WALT DISNEY CO/,2020-10-03,1808000000.0,-2864000000.0,65388000000.0,3.6462493297221967
18178,56978,KLIC,KULICKE & SOFFA INDUSTRIES INC,2020-10-03,62828000.0,52300000.0,623176000.0,2.4176402994332644
18179,67887,MOG-A,MOOG Inc.,2020-10-03,33257684.0,9205000.0,2884554000.0,0.6951181357008117
18180,6951,AMAT,APPLIED MATERIALS INC /DE,2020-10-25,916000000.0,3619000000.0,17202000000.0,3.2801766423843106
18181,14177,BRID,BRIDGFORD FOODS CORPORATION,2020-10-30,9076832.0,7323000.0,197970000.0,0.8395049203033224
18182,47217,HPQ,HP INC.,2020-10-31,1413000000.0,2844000000.0,56639000000.0,0.4737525322938252
18183,771497,ABM,ABM INDUSTRIES INC,2020-10-31,66900000.0,300000.0,5987600000.0,0.409605516365801
18184,810136,PLAB,"PHOTRONICS, INC.",2020-10-31,64866000.0,33820000.0,609691000.0,1.0596603237942523
18185,711404,COO,"COOPER COMPANIES, INC.",2020-10-31,49100000.0,238400000.0,2430900000.0,6.809244214181541
18186,46619,HEI-A,HEICO CORPORATION,2020-10-31,134754000.0,313984000.0,1787009000.0,6.685635121862221
18187,1645590,HPE,HEWLETT PACKARD ENTERPRISE CO,2020-10-31,1294000000.0,-322000000.0,26982000000.0,0.44936549743953197
18189,46619,HEI,HEICO CORPORATION,2020-10-31,134754000.0,313984000.0,1787009000.0,7.892156185830002
18190,936395,CIEN,Ciena Corp,2020-10-31,154287000.0,361291000.0,3532157000.0,1.733685908672533
18191,315374,HURC,HURCO COMPANIES INC,2020-10-31,6670000.0,-6247000.0,170627000.0,1.11018770449927
18192,6281,ADI,"Analog Devices, Inc.",2020-10-31,368633000.0,1220761000.0,5603056000.0,7.680490009829447
18193,1703956,BBCP,"CONCRETE PUMPING HOLDINGS, INC.",2020-10-31,52752884.0,-61251000.0,304301000.0,0.6188865378633822
18194,883241,SNPS,SYNOPSYS INC,2020-10-31,151135000.0,664347000.0,3685281000.0,8.775414046929289
18195,1029800,UBP-PH,URSTADT BIDDLE PROPERTIES INC,2020-10-31,,22183000.0,126745000.0,
18196,1029800,UBA,URSTADT BIDDLE PROPERTIES INC,2020-10-31,,22183000.0,126745000.0,
18197,1342423,LMNR,LIMONEIRA COMPANY,2020-10-31,17666000.0,-16435000.0,164559000.0,1.5351564081546563
18198,737758,TTC,THE TORO COMPANY,2020-10-31,107658000.0,329701000.0,3378810000.0,2.674873334533122
18199,1133470,CVGW,"CALAVO GROWERS, INC",2020-10-31,17564000.0,-13625000.0,1059371000.0,1.0987333248114384
18200,1423221,NX,QUANEX BUILDING PRODUCTS CORPORATION,2020-10-31,32689000.0,38496000.0,851573000.0,0.7078490950955578
18201,1802974,AVO,"MISSION PRODUCE, INC.",2020-10-31,63634863.0,28800000.0,862300000.0,0.973377961576886
18202,1029800,UBP,URSTADT BIDDLE PROPERTIES INC,2020-10-31,,22183000.0,126745000.0,
18203,1687221,REVG,"REV Group, Inc.",2020-10-31,63044872.0,-30500000.0,2277600000.0,0.2183983279164917
18204,1029800,UBP-PK,URSTADT BIDDLE PROPERTIES INC,2020-10-31,,22183000.0,126745000.0,
18205,72331,NDSN,NORDSON CORPORATION,2020-10-31,57757000.0,249539000.0,2121100000.0,5.223208789319175
18206,315189,DE,DEERE & CO,2020-11-01,313500000.0,2751000000.0,35540000000.0,1.9550086249510894
18207,1486159,CHRD,Oasis Petroleum Inc.,2020-11-19,317644000.0,-3640328000.0,845457000.0,0.10519792299154322
18209,796343,ADBE,ADOBE INC.,2020-11-27,480900000.0,5260000000.0,12868000000.0,18.328239312852286
18210,10329,BSET,BASSETT FURNITURE INDUSTRIES INC,2020-11-28,9969616.0,-10421000.0,385863000.0,0.3534527796717626
18211,94845,LEVI,LEVI STRAUSS & CO.,2020-11-29,397315117.0,-127141000.0,4452609000.0,1.1957084972510073
18212,96223,JEF,JEFFERIES FINANCIAL GROUP INC.,2020-11-30,285693000.0,769605000.0,6955930000.0,0.8013120453181587
18213,1803599,CNXC,CONCENTRIX CORPORATION,2020-11-30,51602000.0,164811000.0,4719534000.0,0.8746965272418845
18214,795266,KBH,KB HOME,2020-11-30,90464000.0,296243000.0,4183174000.0,0.6974283163932459
18215,876167,PRGS,PROGRESS SOFTWARE CORP /MA,2020-11-30,44886000.0,79722000.0,442150000.0,3.692194440928598
18216,920760,LEN,LENNAR CORP /NEW/,2020-11-30,309406000.0,2465036000.0,22488854000.0,0.9662379603093779
18217,815097,CCL,Carnival Corporation,2020-11-30,775000000.0,-10236000000.0,5595000000.0,1.8990616674823777
18218,63754,MKC,MCCORMICK & CO INC,2020-11-30,266500000.0,747400000.0,5601300000.0,4.294173989615961
18219,1177394,SNX,TD SYNNEX CORPORATION,2020-11-30,50900000.0,529160000.0,19977150000.0,0.1677035004726176
18220,1652535,ICHR,"ICHOR HOLDINGS, LTD.",2020-12-25,23172961.0,33279000.0,914236000.0,0.5895666744296549
18221,1517175,CHEF,"THE CHEFS’ WAREHOUSE, INC.",2020-12-25,33716157.0,-82903000.0,1111631000.0,0.4100663422251015
18222,42888,GGG,Graco Inc.,2020-12-25,,330456000.0,1650115000.0,
18223,1275014,UCTT,"Ultra Clean Holdings, Inc.",2020-12-25,40.2,77600000.0,1398600000.0,6.119391082541107e-07
18225,1039399,FORM,"FormFactor, Inc.",2020-12-26,76681000.0,78523000.0,693616000.0,3.1341641185489957
18226,89439,MLI,"MUELLER INDUSTRIES, INC.",2020-12-26,55821000.0,139493000.0,2398043000.0,0.6734247663762565
18227,1839839,JBI,"JANUS INTERNATIONAL GROUP, INC.",2020-12-26,65843575.0,56837000.0,548973000.0,1.1945979301563703
18228,33488,ESCA,ESCALADE INC,2020-12-26,14096000.0,25934000.0,273649000.0,0.9586242544409648
18229,50863,INTC,INTEL CORPORATION,2020-12-26,4199000000.0,20899000000.0,77867000000.0,2.3878114589526707
18230,1121788,GRMN,GARMIN LTD.,2020-12-26,191085000.0,992324000.0,4186573000.0,4.747716344260651
18231,1138639,INFN,Infinera Corp,2020-12-26,188216000.0,-206723000.0,1355596000.0,0.8691617584289298
18232,29332,DXYN,"The Dixie Group, Inc.",2020-12-26,15316000.0,-9208000.0,250869000.0,0.05555712504007304
18234,949870,SAM,"THE BOSTON BEER COMPANY, INC.",2020-12-26,12204000.0,191960000.0,1736432000.0,7.303570410755089
18235,1636222,WING,WINGSTOP INC.,2020-12-26,29601000.0,23306000.0,248811000.0,13.839759432665957
18236,800240,ODP,The ODP Corporation,2020-12-26,53000000.0,-319000000.0,8872000000.0,0.11649008115419297
18237,853816,LSTR,"LANDSTAR SYSTEM, INC.",2020-12-26,,192106000.0,4132981000.0,
18238,2488,AMD,"ADVANCED MICRO DEVICES, INC.",2020-12-26,1184000000.0,2490000000.0,9763000000.0,9.130734516438018
18239,105418,WMK,"WEIS MARKETS, INC.",2020-12-26,26898443.0,118917000.0,4112601000.0,0.2970038407629681
18240,1000228,HSIC,HENRY SCHEIN INC,2020-12-26,142504000.0,403794000.0,10119141000.0,0.8953728958745231
18242,1783317,MCFE,McAfee Corp.,2020-12-26,162.3,-118000000.0,1558000000.0,1.7459230020202325e-06
18243,868780,DORM,"DORMAN PRODUCTS, INC.",2020-12-26,32280000.0,106870000.0,1092748000.0,2.637054006631157
18244,1100682,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",2020-12-26,49550000.0,364304000.0,2923933000.0,3.8586844667047435
18245,77476,PEP,"PepsiCo, Inc.",2020-12-26,1385000000.0,7120000000.0,70372000000.0,2.623296775724634
18246,916365,TSCO,TRACTOR SUPPLY CO /DE/,2020-12-26,116370000.0,748958000.0,10620352000.0,1.4596172030166914
18247,1008654,TUP,TUPPERWARE BRANDS CORPORATION,2020-12-26,49100000.0,112200000.0,1557800000.0,0.9997765863947268
18248,1528930,FRGAP,"FRANCHISE GROUP, INC.",2020-12-26,34531362.0,25064000.0,2029727000.0,0.4212372062960199
18249,1528930,FRG,"FRANCHISE GROUP, INC.",2020-12-26,34531362.0,25064000.0,2029727000.0,0.38993363130831576
18250,704532,ONTO,ONTO INNOVATION INC.,2020-12-26,49136000.0,31025000.0,556496000.0,2.831631323504361
18251,1195734,PBPB,POTBELLY CORPORATION,2020-12-27,23899000.0,-65391000.0,291281000.0,0.2920905882377781
18252,901491,PZZA,PAPA JOHNS INTERNATIONAL INC,2020-12-27,32421000.0,57932000.0,1813234000.0,1.3696238602019817
18253,1579733,VITL,"Vital Farms, Inc.",2020-12-27,28667264.0,8800000.0,214280000.0,4.6235798171014375
18254,1171759,RRGB,"RED ROBIN GOURMET BURGERS, INC.",2020-12-27,14314000.0,-276068000.0,868715000.0,0.1983856149070342
18255,802481,PPC,PILGRIM’S PRIDE CORPORATION,2020-12-27,245944000.0,94757000.0,12091901000.0,0.34048430463563056
18257,71691,NYT,NEW YORK TIMES CO,2020-12-27,166973000.0,100103000.0,1783639000.0,3.712718299230922
18259,1745041,IAA,"IAA, Inc.",2020-12-27,134100000.0,194800000.0,1384900000.0,5.479615149441863
18260,1546417,BLMN,"Bloomin' Brands, Inc.",2020-12-27,87468000.0,-158715000.0,3170561000.0,0.38567389176878386
18261,1324272,RUTH,"Ruth’s Hospitality Group, Inc.",2020-12-27,31683920.0,-25294000.0,277748000.0,1.2753511646138405
18262,1524931,CHUY,"CHUY’S HOLDINGS, INC.",2020-12-27,18396335.0,-3294000.0,320952000.0,1.2031053473398299
18263,1069258,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2020-12-27,115500000.0,79600000.0,747700000.0,2.918008465299445
18264,1474903,BGSF,"BGSF, INC.",2020-12-27,10311606.0,1441468.0,207125480.0,0.3967812055597359
18265,46080,HAS,"Hasbro, Inc.",2020-12-27,137300000.0,222500000.0,5465400000.0,2.078064948146986
18266,1116942,TTMI,"TTM TECHNOLOGIES, INC.",2020-12-28,106366000.0,177535000.0,2105322000.0,0.599701332065773
18267,1275158,NDLS,NOODLES & COMPANY,2020-12-29,44272474.0,-23259000.0,393655000.0,0.7265249615243319
18268,1585583,TACO,"DEL TACO RESTAURANTS, INC.",2020-12-29,37161921.0,-89738000.0,491883000.0,0.5602056643498255
18269,1289460,TXRH,"Texas Roadhouse, Inc.",2020-12-29,69438000.0,31255000.0,2398123000.0,2.0277287925752
18270,1013488,BJRI,"BJ’S RESTAURANTS, INC.",2020-12-29,21162000.0,-57885000.0,778510000.0,0.766823805250556
18271,1620533,SHAK,SHAKE SHACK INC.,2020-12-30,37129000.0,-42158000.0,522867000.0,4.794622638951038
18272,852772,DENN,DENNY’S CORPORATION,2020-12-30,60812000.0,-5116000.0,288605000.0,1.8879628638443329
18275,932787,STM,STMicroelectronics N.V.,2020-12-31,894578477.0,1106000000.0,10219000000.0,3.4709891357342624
18276,1828937,FOA,FINANCE OF AMERICA COMPANIES INC.,2020-12-31,,518388000.0,1800145000.0,
18277,1786431,REYN,REYNOLDS CONSUMER PRODUCTS INC.,2020-12-31,204500000.0,363000000.0,3263000000.0,1.9014802424775432
18281,917251,ADC,AGREE REALTY CORPORATION,2020-12-31,51838219.0,91381000.0,248568000.0,13.743276331622916
18283,1664703,BE,BLOOM ENERGY CORP,2020-12-31,138722000.0,-157553000.0,794247000.0,4.282626819493045
18285,1772695,NOVA,Sunnova Energy International Inc.,2020-12-31,87871457.0,-252284000.0,160820000.0,22.134514212042514
18287,1362468,ALGT,Allegiant Travel Co,2020-12-31,15992000.0,-184093000.0,990073000.0,2.7489675196101384
18288,1661181,ORGO,ORGANOGENESIS HOLDINGS INC.,2020-12-31,107737936.0,17234000.0,338298000.0,1.6401231478598461
18289,1503584,CMRE-PD,COSTAMARE INC.,2020-12-31,,8877000.0,460319000.0,
18291,1503584,CMRE-PC,COSTAMARE INC.,2020-12-31,,8877000.0,460319000.0,
18292,1503584,CMRE-PB,COSTAMARE INC.,2020-12-31,,8877000.0,460319000.0,
