,cik,entityName,date,NetIncomeLoss,Revenues,ticker,close
14530,72971,WELLS FARGO & COMPANY/MN,2018-12-31,22393000000.0,86408000000.0,WFC-PQ,24.81999969482422
15956,72971,WELLS FARGO & COMPANY/MN,2019-12-31,19715000000.0,85063000000.0,WFC-PQ,27.01000022888184
8809,72971,WELLS FARGO & COMPANY/MN,2016-12-31,21938000000.0,88267000000.0,WFC-PR,27.11000061035156
10750,72971,WELLS FARGO & COMPANY/MN,2017-12-31,22183000000.0,88389000000.0,WFC-PR,28.549999237060547
14532,72971,WELLS FARGO & COMPANY/MN,2018-12-31,22393000000.0,86408000000.0,WFC-PR,26.11000061035156
15957,72971,WELLS FARGO & COMPANY/MN,2019-12-31,19715000000.0,85063000000.0,WFC-PR,28.790000915527344
8592,72971,WELLS FARGO & COMPANY/MN,2016-12-31,21938000000.0,88267000000.0,WFC-PY,
10709,72971,WELLS FARGO & COMPANY/MN,2017-12-31,22183000000.0,88389000000.0,WFC-PY,25.899999618530277
14501,72971,WELLS FARGO & COMPANY/MN,2018-12-31,22393000000.0,86408000000.0,WFC-PY,24.15999984741211
15935,72971,WELLS FARGO & COMPANY/MN,2019-12-31,19715000000.0,85063000000.0,WFC-PY,26.100000381469727
8765,72971,WELLS FARGO & COMPANY/MN,2016-12-31,21938000000.0,88267000000.0,WFC-PZ,
10597,72971,WELLS FARGO & COMPANY/MN,2017-12-31,22183000000.0,88389000000.0,WFC-PZ,
14511,72971,WELLS FARGO & COMPANY/MN,2018-12-31,22393000000.0,86408000000.0,WFC-PZ,
15939,72971,WELLS FARGO & COMPANY/MN,2019-12-31,19715000000.0,85063000000.0,WFC-PZ,
8352,1603923,Weatherford International plc,2016-12-31,-3392000000.0,5749000000.0,WFRD,
11522,1603923,Weatherford International plc,2017-12-31,-2813000000.0,5699000000.0,WFRD,
13881,1603923,Weatherford International plc,2018-12-31,-2811000000.0,5744000000.0,WFRD,
15558,1603923,Weatherford International plc,2019-12-31,3661000000.0,4954000000.0,WFRD,
18716,1603923,Weatherford International plc,2020-12-31,-1921000000.0,3685000000.0,WFRD,
22803,1603923,Weatherford International plc,2021-12-31,-450000000.0,3645000000.0,WFRD,28.75
8248,1603923,Weatherford International plc,2016-12-31,-3392000000.0,5749000000.0,WFTUF,
11559,1603923,Weatherford International plc,2017-12-31,-2813000000.0,5699000000.0,WFTUF,
13922,1603923,Weatherford International plc,2018-12-31,-2811000000.0,5744000000.0,WFTUF,
15633,1603923,Weatherford International plc,2019-12-31,3661000000.0,4954000000.0,WFTUF,
18722,1603923,Weatherford International plc,2020-12-31,-1921000000.0,3685000000.0,WFTUF,0.1299999952316284
22798,1603923,Weatherford International plc,2021-12-31,-450000000.0,3645000000.0,WFTUF,0.6000000238418579
7768,107687,"WINNEBAGO INDUSTRIES, INC.",2016-08-27,45496000.0,975226000.0,WGO,23.76000022888184
10001,107687,"WINNEBAGO INDUSTRIES, INC.",2017-08-26,71330000.0,1547119000.0,WGO,35.0
12510,107687,"WINNEBAGO INDUSTRIES, INC.",2018-08-25,102357000.0,2016829000.0,WGO,40.59999847412109
15163,107687,"WINNEBAGO INDUSTRIES, INC.",2019-08-31,111798000.0,1985674000.0,WGO,40.29999923706055
18031,107687,"WINNEBAGO INDUSTRIES, INC.",2020-08-29,61442000.0,2355533000.0,WGO,60.40999984741211
20970,107687,"WINNEBAGO INDUSTRIES, INC.",2021-08-28,281871000.0,3629847000.0,WGO,71.87000274658203
8912,1722684,"Wyndham Hotels & Resorts, Inc.",2016-12-31,176000000.0,1269000000.0,WH,
11885,1722684,"Wyndham Hotels & Resorts, Inc.",2017-12-31,230000000.0,1280000000.0,WH,
13957,1722684,"Wyndham Hotels & Resorts, Inc.",2018-12-31,162000000.0,1868000000.0,WH,45.369998931884766
17117,1722684,"Wyndham Hotels & Resorts, Inc.",2019-12-31,157000000.0,2053000000.0,WH,57.93000030517578
18482,1722684,"Wyndham Hotels & Resorts, Inc.",2020-12-31,-132000000.0,1300000000.0,WH,57.5
22234,1722684,"Wyndham Hotels & Resorts, Inc.",2021-12-31,244000000.0,1565000000.0,WH,79.4800033569336
14088,1699136,"Cactus, Inc.",2018-12-31,51683000.0,544135000.0,WHD,33.459999084472656
16398,1699136,"Cactus, Inc.",2019-12-31,85612000.0,628414000.0,WHD,30.190000534057617
18628,1699136,"Cactus, Inc.",2020-12-31,34446000.0,348566000.0,WHD,23.200000762939453
23199,1699136,"Cactus, Inc.",2021-12-31,49593000.0,438589000.0,WHD,36.5
6089,1165002,"WESTWOOD HOLDINGS GROUP, INC.",2014-12-31,27249000.0,113241000.0,WHG,59.59000015258789
7535,1165002,"WESTWOOD HOLDINGS GROUP, INC.",2015-12-31,27105000.0,130936000.0,WHG,58.34999847412109
8459,1165002,"WESTWOOD HOLDINGS GROUP, INC.",2016-12-31,22647000.0,123021000.0,WHG,59.380001068115234
12047,1165002,"WESTWOOD HOLDINGS GROUP, INC.",2017-12-31,19989000.0,133785000.0,WHG,68.3499984741211
13004,1165002,"WESTWOOD HOLDINGS GROUP, INC.",2018-12-31,26751000.0,122300000.0,WHG,39.220001220703125
2779,106640,WHIRLPOOL CORP /DE/,2011-12-31,390000000.0,18666000000.0,WHR,49.060001373291016
3656,106640,WHIRLPOOL CORP /DE/,2012-12-31,401000000.0,18143000000.0,WHR,101.83999633789062
4385,106640,WHIRLPOOL CORP /DE/,2013-12-31,827000000.0,18769000000.0,WHR,152.75999450683594
5749,106640,WHIRLPOOL CORP /DE/,2014-12-31,650000000.0,19872000000.0,WHR,186.1699981689453
6556,106640,WHIRLPOOL CORP /DE/,2015-12-31,783000000.0,20891000000.0,WHR,162.52000427246094
9155,106640,WHIRLPOOL CORP /DE/,2016-12-31,888000000.0,20718000000.0,WHR,162.44000244140625
10293,106640,WHIRLPOOL CORP /DE/,2017-12-31,350000000.0,21253000000.0,WHR,168.57000732421875
14676,106640,WHIRLPOOL CORP /DE/,2018-12-31,-149000000.0,21037000000.0,WHR,126.12999725341795
16228,106640,WHIRLPOOL CORP /DE/,2019-12-31,1168000000.0,20419000000.0,WHR,143.10000610351562
19903,106640,WHIRLPOOL CORP /DE/,2020-12-31,1075000000.0,19456000000.0,WHR,194.6100006103516
23495,106640,WHIRLPOOL CORP /DE/,2021-12-31,1783000000.0,21985000000.0,WHR,217.7400054931641
18438,1770088,WiMi Hologram Cloud Inc.,2020-12-31,-23167846.0,117398517.0,WIMI,6.070000171661377
22135,1770088,WiMi Hologram Cloud Inc.,2021-12-31,-37011340.0,146461019.0,WIMI,4.090000152587891
9126,1636222,WINGSTOP INC.,2016-12-31,13769000.0,103324000.0,WING,26.76000022888184
10201,1636222,WINGSTOP INC.,2017-12-30,23940000.0,133319000.0,WING,39.18999862670898
12737,1636222,WINGSTOP INC.,2018-12-29,21719000.0,153181000.0,WING,62.619998931884766
15392,1636222,WINGSTOP INC.,2019-12-28,20476000.0,199676000.0,WING,80.0
18235,1636222,WINGSTOP INC.,2020-12-26,23306000.0,248811000.0,WING,116.33000183105467
21176,1636222,WINGSTOP INC.,2021-12-25,42658000.0,282502000.0,WING,172.47000122070312
9314,850460,ENCORE WIRE CORP,2016-12-31,33839000.0,940790000.0,WIRE,42.5
10691,850460,ENCORE WIRE CORP,2017-12-31,67017000.0,1164248000.0,WIRE,46.59999847412109
14677,850460,ENCORE WIRE CORP,2018-12-31,78150000.0,1288683000.0,WIRE,49.959999084472656
15804,850460,ENCORE WIRE CORPORATION,2019-12-31,58129000.0,1274994000.0,WIRE,58.34000015258789
20230,850460,ENCORE WIRE CORPORATION,2020-12-31,76067000.0,1276948000.0,WIRE,51.66999816894531
22861,850460,ENCORE WIRE CORPORATION,2021-12-31,541422000.0,2592721000.0,WIRE,140.4600067138672
14461,1822250,ContextLogic Inc.,2018-12-31,-208000000.0,1728000000.0,WISH,
16810,1822250,ContextLogic Inc.,2019-12-31,-129000000.0,1901000000.0,WISH,
18709,1822250,ContextLogic Inc.,2020-12-31,-745000000.0,2541000000.0,WISH,18.239999771118164
21372,1822250,ContextLogic Inc.,2021-12-31,-361000000.0,2085000000.0,WISH,3.7300000190734863
6147,1576789,WIX.COM LTD.,2014-12-31,-56566000.0,141841000.0,WIX,21.40999984741211
7150,1576789,WIX.COM LTD.,2015-12-31,-51334000.0,203518000.0,WIX,24.850000381469727
8550,1576789,WIX.COM LTD.,2016-12-31,-46896000.0,290103000.0,WIX,49.5
11835,1576789,WIX.COM LTD.,2017-12-31,-56273000.0,425636000.0,WIX,54.900001525878906
13113,1576789,WIX.COM LTD.,2018-12-31,-37120000.0,603704000.0,WIX,94.18000030517578
17018,1576789,WIX.COM LTD.,2019-12-31,-87748000.0,757667000.0,WIX,120.88999938964844
19246,1576789,WIX.COM LTD.,2020-12-31,-166867000.0,984367000.0,WIX,255.42999267578125
22439,1576789,WIX.COM LTD.,2021-12-31,-117209000.0,1269657000.0,WIX,152.8000030517578
8771,1445305,WORKIVA INC,2016-12-31,-43977000.0,178646000.0,WK,14.899999618530272
12159,1445305,WORKIVA INC,2017-12-31,-44426000.0,207869000.0,WK,21.75
13376,1445305,WORKIVA INC,2018-12-31,-50071000.0,244344000.0,WK,37.40999984741211
15473,1445305,WORKIVA INC,2019-12-31,-47479000.0,297891000.0,WK,43.369998931884766
20358,1445305,WORKIVA INC,2020-12-31,-48398000.0,351594000.0,WK,74.98999786376953
22694,1445305,WORKIVA INC,2021-12-31,-37730000.0,443285000.0,WK,139.47000122070312
16823,1847584,WalkMe Ltd.,2019-12-31,-49897000.0,105129000.0,WKME,
18368,1847584,WalkMe Ltd.,2020-12-31,-53770000.0,148306000.0,WKME,
21469,1847584,WalkMe Ltd.,2021-12-31,-95813000.0,193303000.0,WKME,18.899999618530277
715,1018164,Willis Lease Finance Corp,2009-12-31,22367000.0,150440000.0,WLFC,15.0
970,1018164,Willis Lease Finance Corp,2010-12-31,12050000.0,148302000.0,WLFC,13.109999656677246
2272,1018164,Willis Lease Finance Corp,2011-12-31,14508000.0,156653000.0,WLFC,11.640000343322754
3319,1018164,Willis Lease Finance Corp,2012-12-31,1535000.0,148090000.0,WLFC,14.329999923706056
4517,1018164,Willis Lease Finance Corp,2013-12-31,15626000.0,158412000.0,WLFC,18.229999542236328
5383,1018164,Willis Lease Finance Corp,2014-12-31,7180000.0,174058000.0,WLFC,21.790000915527344
7571,1018164,Willis Lease Finance Corp,2015-12-31,6460000.0,198062000.0,WLFC,17.489999771118164
9600,1018164,Willis Lease Finance Corp,2016-12-31,14069000.0,207274000.0,WLFC,26.790000915527344
10761,1018164,Willis Lease Finance Corp,2017-12-31,62158000.0,274840000.0,WLFC,26.239999771118164
13215,1018164,Willis Lease Finance Corp,2018-12-31,43231000.0,348347000.0,WLFC,36.84000015258789
17399,1018164,Willis Lease Finance Corp,2019-12-31,66922000.0,409160000.0,WLFC,60.0
19218,1018164,WILLIS LEASE FINANCE CORP,2020-12-31,9748000.0,288692000.0,WLFC,32.209999084472656
21864,1018164,WILLIS LEASE FINANCE CORP,2021-12-31,3352000.0,274202000.0,WLFC,34.25
2647,1262823,WESTLAKE CHEMICAL CORP,2011-12-31,258966000.0,446363000.0,WLK,21.0
3614,1262823,WESTLAKE CHEMICAL CORP,2012-12-31,385555000.0,319925000.0,WLK,36.20500183105469
4346,1262823,WESTLAKE CHEMICAL CORP,2013-12-31,610425000.0,322411000.0,WLK,56.290000915527344
5857,1262823,WESTLAKE CHEMICAL CORP,2014-12-31,678523000.0,147924000.0,WLK,63.59999847412109
6552,1262823,WESTLAKE CHEMICAL CORP,2015-12-31,646000000.0,108354000.0,WLK,60.04999923706055
9271,1262823,WESTLAKE CHEMICAL CORP,2016-12-31,399000000.0,5076000000.0,WLK,59.16999816894531
10659,1262823,WESTLAKE CHEMICAL CORP,2017-12-31,1304000000.0,8041000000.0,WLK,97.93000030517578
14473,1262823,WESTLAKE CHEMICAL CORP,2018-12-31,996000000.0,8635000000.0,WLK,72.48999786376953
16277,1262823,Westlake Corporation,2019-12-31,421000000.0,8118000000.0,WLK,68.68000030517578
20108,1262823,Westlake Corporation,2020-12-31,330000000.0,7504000000.0,WLK,75.1500015258789
23094,1262823,Westlake Corporation,2021-12-31,2015000000.0,11778000000.0,WLK,92.91999816894533
7943,1604665,Westlake Chemical Partners LP,2016-12-31,40940000.0,986736000.0,WLKP,21.0
12131,1604665,Westlake Chemical Partners LP,2017-12-31,48670000.0,1172981000.0,WLKP,22.0
13845,1604665,Westlake Chemical Partners LP,2018-12-31,49347000.0,1285622000.0,WLKP,24.1299991607666
15476,1604665,Westlake Chemical Partners LP,2019-12-31,60981000.0,1091871000.0,WLKP,22.190000534057617
18679,1604665,Westlake Chemical Partners LP,2020-12-31,66167000.0,966670000.0,WLKP,21.229999542236328
22802,1604665,Westlake Chemical Partners LP,2021-12-31,82547000.0,1214858000.0,WLKP,23.149999618530277
341,1255474,WHITING PETROLEUM CORP,2009-12-31,-106882000.0,979360000.0,WLLAW,
1304,1255474,WHITING PETROLEUM CORP,2010-12-31,336653000.0,1516099000.0,WLLAW,
2584,1255474,WHITING PETROLEUM CORP,2011-12-31,491687000.0,1899622000.0,WLLAW,
3909,1255474,WHITING PETROLEUM CORP,2012-12-31,414189000.0,2173452000.0,WLLAW,
4996,1255474,WHITING PETROLEUM CORP,2013-12-31,366055000.0,2828385000.0,WLLAW,
6097,1255474,WHITING PETROLEUM CORP,2014-12-31,64807000.0,3085097000.0,WLLAW,
6977,1255474,WHITING PETROLEUM CORP,2015-12-31,-2219182000.0,2050798000.0,WLLAW,
352,1255474,WHITING PETROLEUM CORP,2009-12-31,-106882000.0,979360000.0,WLLBW,
1302,1255474,WHITING PETROLEUM CORP,2010-12-31,336653000.0,1516099000.0,WLLBW,
2583,1255474,WHITING PETROLEUM CORP,2011-12-31,491687000.0,1899622000.0,WLLBW,
3913,1255474,WHITING PETROLEUM CORP,2012-12-31,414189000.0,2173452000.0,WLLBW,
5058,1255474,WHITING PETROLEUM CORP,2013-12-31,366055000.0,2828385000.0,WLLBW,
6096,1255474,WHITING PETROLEUM CORP,2014-12-31,64807000.0,3085097000.0,WLLBW,
6978,1255474,WHITING PETROLEUM CORP,2015-12-31,-2219182000.0,2050798000.0,WLLBW,
392,1136294,Williams Industrial Services Group Inc.,2009-12-31,27887000.0,499633000.0,WLMS,
1436,1136294,Williams Industrial Services Group Inc.,2010-12-31,40635000.0,482470000.0,WLMS,
2165,1136294,Williams Industrial Services Group Inc.,2011-12-31,76858000.0,456839000.0,WLMS,
3175,1136294,Williams Industrial Services Group Inc.,2012-12-31,17594000.0,462828000.0,WLMS,
4600,1136294,Williams Industrial Services Group Inc.,2013-12-31,9438000.0,484218000.0,WLMS,
6134,1136294,Williams Industrial Services Group Inc.,2014-12-31,-47235000.0,538545000.0,WLMS,
11839,1136294,Williams Industrial Services Group Inc.,2017-12-31,-56523000.0,186982000.0,WLMS,
13099,1136294,Williams Industrial Services Group Inc.,2018-12-31,-25435000.0,188918000.0,WLMS,2.3299999237060547
16838,1136294,Williams Industrial Services Group Inc.,2019-12-31,2186000.0,245787000.0,WLMS,1.5499999523162842
19466,1136294,Williams Industrial Services Group Inc.,2020-12-31,1538000.0,269051000.0,WLMS,1.7999999523162842
21394,1136294,Williams Industrial Services Group Inc.,2021-12-31,2743000.0,304946000.0,WLMS,3.490000009536743
824,107140,"JOHN WILEY & SONS, INC.",2010-04-30,143543000.0,1699062000.0,WLY,41.97999954223633
1793,107140,"JOHN WILEY & SONS, INC.",2011-04-30,171889000.0,1742551000.0,WLY,47.810001373291016
2872,107140,"JOHN WILEY & SONS, INC.",2012-04-30,212746000.0,1782742000.0,WLY,47.59000015258789
4013,107140,"JOHN WILEY & SONS, INC.",2013-04-30,144225000.0,1760778000.0,WLY,38.959999084472656
5181,107140,"JOHN WILEY & SONS, INC.",2014-04-30,160510000.0,1775195000.0,WLY,57.63999938964844
6396,107140,"JOHN WILEY & SONS, INC.",2015-04-30,176868000.0,1822440000.0,WLY,61.13999938964844
7672,107140,"JOHN WILEY & SONS, INC.",2016-04-30,145782000.0,1727037000.0,WLY,48.88999938964844
9871,107140,"JOHN WILEY & SONS, INC.",2017-04-30,113643000.0,1718530000.0,WLY,52.20000076293945
12377,107140,"JOHN WILEY & SONS, INC.",2018-04-30,192186000.0,1796103000.0,WLY,63.70000076293945
15008,107140,"JOHN WILEY & SONS, INC.",2019-04-30,168263000.0,1800069000.0,WLY,44.220001220703125
17890,107140,"JOHN WILEY & SONS, INC.",2020-04-30,-74287000.0,1831483000.0,WLY,37.4900016784668
20817,107140,"JOHN WILEY & SONS, INC.",2021-04-30,148256000.0,1941501000.0,WLY,54.20000076293945
23863,107140,"JOHN WILEY & SONS, INC.",2022-04-30,148309000.0,2082928000.0,WLY,53.02999877929688
825,107140,"JOHN WILEY & SONS, INC.",2010-04-30,143543000.0,1699062000.0,WLYB,41.75
1789,107140,"JOHN WILEY & SONS, INC.",2011-04-30,171889000.0,1742551000.0,WLYB,48.04499816894531
2871,107140,"JOHN WILEY & SONS, INC.",2012-04-30,212746000.0,1782742000.0,WLYB,47.70000076293945
4014,107140,"JOHN WILEY & SONS, INC.",2013-04-30,144225000.0,1760778000.0,WLYB,39.0099983215332
5177,107140,"JOHN WILEY & SONS, INC.",2014-04-30,160510000.0,1775195000.0,WLYB,57.4900016784668
6397,107140,"JOHN WILEY & SONS, INC.",2015-04-30,176868000.0,1822440000.0,WLYB,61.02999877929688
7675,107140,"JOHN WILEY & SONS, INC.",2016-04-30,145782000.0,1727037000.0,WLYB,49.36000061035156
9870,107140,"JOHN WILEY & SONS, INC.",2017-04-30,113643000.0,1718530000.0,WLYB,52.36000061035156
12385,107140,"JOHN WILEY & SONS, INC.",2018-04-30,192186000.0,1796103000.0,WLYB,63.68000030517578
15010,107140,"JOHN WILEY & SONS, INC.",2019-04-30,168263000.0,1800069000.0,WLYB,43.70000076293945
17884,107140,"JOHN WILEY & SONS, INC.",2020-04-30,-74287000.0,1831483000.0,WLYB,37.63999938964844
20812,107140,"JOHN WILEY & SONS, INC.",2021-04-30,148256000.0,1941501000.0,WLYB,53.25
23854,107140,"JOHN WILEY & SONS, INC.",2022-04-30,148309000.0,2082928000.0,WLYB,53.18000030517578
744,823768,"Waste Management, Inc",2009-12-31,994000000.0,11791000000.0,WM,33.810001373291016
1238,823768,"Waste Management, Inc",2010-12-31,953000000.0,12515000000.0,WM,34.25
2740,823768,"Waste Management, Inc",2011-12-31,961000000.0,13378000000.0,WM,31.299999237060547
3689,823768,"Waste Management, Inc",2012-12-31,817000000.0,13649000000.0,WM,32.56999969482422
4976,823768,"Waste Management, Inc",2013-12-31,98000000.0,13983000000.0,WM,45.68000030517578
5766,823768,"Waste Management, Inc",2014-12-31,1298000000.0,13996000000.0,WM,48.72999954223633
6916,823768,"Waste Management, Inc",2015-12-31,753000000.0,12961000000.0,WM,53.77000045776367
9150,823768,"Waste Management, Inc",2016-12-31,1182000000.0,13609000000.0,WM,69.5199966430664
11177,823768,"Waste Management, Inc",2017-12-31,1949000000.0,14485000000.0,WM,82.25
14643,823768,"Waste Management, Inc",2018-12-31,1925000000.0,14914000000.0,WM,93.75
16235,823768,"Waste Management, Inc",2019-12-31,1670000000.0,15455000000.0,WM,112.91000366210938
19900,823768,"Waste Management, Inc",2020-12-31,1496000000.0,15218000000.0,WM,119.12999725341795
23553,823768,"Waste Management, Inc",2021-12-31,1816000000.0,17931000000.0,WM,160.6699981689453
153,107263,"WILLIAMS COMPANIES, INC.",2009-12-31,285000000.0,5278000000.0,WMB,17.184415817260742
1355,107263,"WILLIAMS COMPANIES, INC.",2010-12-31,-1097000000.0,6638000000.0,WMB,18.594711303710938
2264,107263,"WILLIAMS COMPANIES, INC.",2011-12-31,376000000.0,7930000000.0,WMB,26.31465530395508
3485,107263,"WILLIAMS COMPANIES, INC.",2012-12-31,859000000.0,7486000000.0,WMB,32.84000015258789
4214,107263,"WILLIAMS COMPANIES, INC.",2013-12-31,430000000.0,6860000000.0,WMB,35.220001220703125
5754,107263,"WILLIAMS COMPANIES, INC.",2014-12-31,2114000000.0,7637000000.0,WMB,51.75
7075,107263,"WILLIAMS COMPANIES, INC.",2015-12-31,-571000000.0,7360000000.0,WMB,36.560001373291016
9371,107263,"WILLIAMS COMPANIES, INC.",2016-12-31,-424000000.0,7499000000.0,WMB,30.700000762939453
10433,107263,"WILLIAMS COMPANIES, INC.",2017-12-31,2174000000.0,8031000000.0,WMB,29.049999237060547
14782,107263,"WILLIAMS COMPANIES, INC.",2018-12-31,-155000000.0,8686000000.0,WMB,25.31999969482422
16660,107263,"Williams Companies, Inc.",2019-12-31,850000000.0,8201000000.0,WMB,22.71999931335449
19914,107263,"Williams Companies, Inc.",2020-12-31,211000000.0,7719000000.0,WMB,20.979999542236328
21989,107263,"Williams Companies, Inc.",2021-12-31,1517000000.0,10627000000.0,WMB,26.790000915527344
894,1319161,Warner Music Group Corp.,2010-09-30,-143000000.0,2988000000.0,WMG,
2966,1319161,Warner Music Group Corp.,2012-09-30,-112000000.0,2780000000.0,WMG,
4103,1319161,Warner Music Group Corp.,2013-09-30,-198000000.0,2871000000.0,WMG,
5261,1319161,Warner Music Group Corp.,2014-09-30,-308000000.0,3027000000.0,WMG,
6472,1319161,Warner Music Group Corp.,2015-09-30,-91000000.0,2966000000.0,WMG,
7813,1319161,Warner Music Group Corp.,2016-09-30,25000000.0,3246000000.0,WMG,
10067,1319161,Warner Music Group Corp.,2017-09-30,143000000.0,3576000000.0,WMG,
12600,1319161,Warner Music Group Corp.,2018-09-30,307000000.0,4005000000.0,WMG,
15284,1319161,Warner Music Group Corp.,2019-09-30,256000000.0,4475000000.0,WMG,
18157,1319161,Warner Music Group Corp.,2020-09-30,-475000000.0,4463000000.0,WMG,29.65999984741211
21067,1319161,Warner Music Group Corp.,2021-09-30,304000000.0,5301000000.0,WMG,38.0
8416,105418,"WEIS MARKETS, INC",2016-12-31,87162000.0,3136720000.0,WMK,55.70000076293945
10242,105418,"WEIS MARKETS, INC",2017-12-30,98414000.0,3466807000.0,WMK,41.16999816894531
12732,105418,"WEIS MARKETS, INC",2018-12-29,62738000.0,3509270000.0,WMK,46.150001525878906
15372,105418,"WEIS MARKETS, INC.",2019-12-28,67983000.0,3543299000.0,WMK,39.83000183105469
18239,105418,"WEIS MARKETS, INC.",2020-12-26,118917000.0,4112601000.0,WMK,45.40999984741211
21179,105418,"WEIS MARKETS, INC.",2021-12-25,108849000.0,4224417000.0,WMK,56.310001373291016
9839,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",2017-03-31,62007000.0,1257261000.0,WMS,22.049999237060547
12302,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",2018-03-31,62007000.0,1330354000.0,WMS,24.700000762939453
14984,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",2019-03-31,77772000.0,1384733000.0,WMS,25.420000076293945
17814,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",2020-03-31,-193174000.0,1673805000.0,WMS,41.86000061035156
20752,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",2021-03-31,224230000.0,1982780000.0,WMS,110.0199966430664
23771,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",2022-03-31,271331000.0,2769315000.0,WMS,116.72000122070312
793,104169,WALMART INC.,2010-01-31,14370000000.0,408085000000.0,WMT,53.45000076293945
1748,104169,WALMART INC.,2011-01-31,16389000000.0,421849000000.0,WMT,54.09000015258789
2819,104169,WALMART INC.,2012-01-31,15699000000.0,446509000000.0,WMT,59.7599983215332
3960,104169,WALMART INC.,2013-01-31,16999000000.0,468651000000.0,WMT,68.2300033569336
5131,104169,WALMART INC.,2014-01-31,16022000000.0,476294000000.0,WMT,78.69000244140625
6354,104169,WALMART INC.,2015-01-31,16363000000.0,485651000000.0,WMT,85.87999725341797
7629,104169,WALMART INC.,2016-01-31,14694000000.0,482130000000.0,WMT,61.29999923706055
9750,104169,WALMART INC.,2017-01-31,13643000000.0,485873000000.0,WMT,69.12000274658203
12207,104169,WALMART INC.,2018-01-31,9862000000.0,500343000000.0,WMT,98.75
14843,104169,WALMART INC.,2019-01-31,6670000000.0,514405000000.0,WMT,93.1500015258789
17678,104169,WALMART INC.,2020-01-31,14881000000.0,523964000000.0,WMT,118.83999633789062
20654,104169,WALMART INC.,2021-01-31,13510000000.0,559151000000.0,WMT,144.14999389648438
23713,104169,WALMART INC.,2022-01-31,13673000000.0,572754000000.0,WMT,140.6300048828125
2594,879526,WABASH NATIONAL CORPORATION,2011-12-31,15042000.0,1187244000.0,WNC,7.340000152587891
3283,879526,WABASH NATIONAL CORPORATION,2012-12-31,105631000.0,1461854000.0,WNC,8.09000015258789
4597,879526,WABASH NATIONAL CORPORATION,2013-12-31,46529000.0,1635686000.0,WNC,12.140000343322754
5841,879526,WABASH NATIONAL CORPORATION,2014-12-31,60930000.0,1863315000.0,WNC,10.789999961853027
7035,879526,WABASH NATIONAL CORPORATION,2015-12-31,104289000.0,2027489000.0,WNC,12.970000267028809
9353,879526,WABASH NATIONAL CORPORATION,2016-12-31,119433000.0,1845444000.0,WNC,13.789999961853027
10260,879526,WABASH NATIONAL CORPORATION,2017-12-31,111422000.0,1767161000.0,WNC,20.149999618530277
14513,879526,WABASH NATIONAL CORPORATION,2018-12-31,69421000.0,2267278000.0,WNC,15.539999961853027
16219,879526,WABASH NATIONAL CORPORATION,2019-12-31,89575000.0,2319136000.0,WNC,15.75
19913,879526,WABASH NATIONAL CORPORATION,2020-12-31,-97412000.0,1481889000.0,WNC,17.68000030517578
23089,879526,WABASH NATIONAL CORPORATION,2021-12-31,1164000.0,1803268000.0,WNC,16.700000762939453
841,895419,"WOLFSPEED, INC",2010-06-27,152290000.0,867287000.0,WOLF,66.37000274658203
1805,895419,"WOLFSPEED, INC",2011-06-26,146500000.0,987615000.0,WOLF,43.88999938964844
2885,895419,"WOLFSPEED, INC",2012-06-24,44412000.0,1164658000.0,WOLF,30.899999618530277
12405,895419,"WOLFSPEED, INC",2018-06-24,-280000000.0,328600000.0,WOLF,37.31999969482422
17930,895419,"WOLFSPEED, INC.",2020-06-28,-191700000.0,470700000.0,WOLF,43.130001068115234
20854,895419,"WOLFSPEED, INC.",2021-06-27,-523900000.0,525600000.0,WOLF,99.41999816894533
23893,895419,"WOLFSPEED, INC.",2022-06-26,-200900000.0,746200000.0,WOLF,91.70999908447266
17716,1826470,"Petco Health and Wellness Company, Inc",2020-02-01,-95873000.0,4434514000.0,WOOF,
20643,1826470,"Petco Health and Wellness Company, Inc",2021-01-30,-26483000.0,4920202000.0,WOOF,
23654,1826470,"Petco Health and Wellness Company, Inc",2022-01-29,164417000.0,5807149000.0,WOOF,19.170000076293945
7689,108516,WORTHINGTON INDUSTRIES INC,2016-05-31,143715000.0,2819714000.0,WOR,37.75
9894,108516,WORTHINGTON INDUSTRIES INC,2017-05-31,204515000.0,3014108000.0,WOR,43.5
12394,108516,WORTHINGTON INDUSTRIES INC,2018-05-31,194794000.0,3581620000.0,WOR,44.52999877929688
15032,108516,WORTHINGTON INDUSTRIES INC,2019-05-31,153455000.0,3759556000.0,WOR,40.130001068115234
17913,108516,"WORTHINGTON INDUSTRIES, INC",2020-05-31,78796000.0,3059119000.0,WOR,26.440000534057617
20839,108516,"WORTHINGTON INDUSTRIES, INC",2021-05-31,723795000.0,3171429000.0,WOR,65.26000213623047
23887,108516,"WORTHINGTON INDUSTRIES, INC",2022-05-31,379386000.0,5242219000.0,WOR,47.56999969482422
8900,1701051,"WideOpenWest, Inc.",2016-12-31,-33600000.0,1237000000.0,WOW,
11880,1701051,"WideOpenWest, Inc.",2017-12-31,185300000.0,1188100000.0,WOW,10.0
